,text,sentiment
14530, ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to england too,neutral
14531,my phone is dead and my charger is miles away.. _s_r  i`ll talk to you in august,neutral
14532,had a dream i brought  and  to kings island. it was pretty sweet. bummed they`re in poughkeepsie 24 hours before me,positive
14533, mtv movie awards. go vote! stat,neutral
14534, why do you not respond me?,negative
14535,ahhhhhhhh omg pridelines got talent is giving me a headache!! wtf omg osn !!! make it stop mommy make it stop,negative
14536, i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 nick jonas <3333,neutral
14537,so i`m really considering it at the moment  same days but even more money. harder work though but can`t imagine harder than i do now.,negative
14538,"no running for the past couple of days due to bad knee   still, guitar hero metallica arrived and has kept me amused...time to rock!!!",neutral
14539,he`s pretty cute.,positive
14540,when do the stars come out??,neutral
14541,"ima go to sleep long day ahead....and its all benicks fault ,i so dislike him. >=( well good nite world!",neutral
14542,"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",neutral
14543,best show of my life. mcfly rocks my world  i wanna meet you guys ;;,positive
14544," lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting",neutral
14545,just now i know how twitter exactly work,neutral
14546,might be in the middle of a perfect weekend...,positive
14547,"wee laddie`s been so upset for about 2 hours. tried soothing him in bed, nursing, etc. nope. up at 3:30am for real food. blue clues now.",negative
14548," yeah, the economy sucks so bad.  yeah, i know what a cafeteria is. i`m unemployed at the moment and i hate it!",negative
14549," weird, `cause i synced mine this morning and got the new episode...",neutral
14550, same with drunk guests.. our jobs are pretty similar sometimes,neutral
14551," you can get into canada, but i can`t?  wtf!!!   (seriously, i`m not allowed to cross the border!)",negative
14552,lol if i only can stay up a few more hours.. i keep missing tila`s last posts ..,neutral
14553, i know  mark is still one of my favorite boys ever. so nice and adorable.,positive
14554, is a **** but she`ll never know i said it cuz she doesn`t love her twitter,negative
14555,_ a blouse! ahahaha i gave her money and she went to get it!  where`s your mom??,neutral
14556, if you mean backround then.. settings>design.. scroll to the bottem and click change backround image  & there ya go.,neutral
14557, ... i hate it so much.,negative
14558,i woke him up in the end. got bored.,negative
14559,recovering from being sick ... anyone want to bring me soup?,positive
14560,looking at all my old myspace status` oh mann. skyrockets in flight! afternoon delight! aaaaaaaafternoon delight!,positive
14561, very funny thanks,positive
14562, i love it...that`s going to be one of my new fave quotes.,positive
14563,_khc wooow. lucky xd my break is gonna end. my classes starts at june 4,positive
14564, ah! steph tweets!,neutral
14565,has had awful hiccups today and now can`t fall asleep because of them,negative
14566," if you could get down to easton, you could join us!",neutral
14567,baked a cake & watching a movie.,neutral
14568,todays the day twitterland...house closing begin at 11 and we should get to start moving in at 3 into the new place.,neutral
14569,just watched jonas. it was funny.,positive
14570,just downloaded parnoid,neutral
14571, i`m out of town next week   we`ll have to party when i get back. happy early birthday!,positive
14572, me me me!  lol,neutral
14573," now, what on earth led you to believe that?",neutral
14574,happy birthday tooo meeee... happy birthday tooo meeee...,positive
14575,wow tiz almost midnite o_o bedtime for me!! ha gnite gorgeous ppl  *hadthebestdayever*,positive
14576,_ goodnight,neutral
14577,the hangover: that movie is gonna be hilarious. wish i could see it with the crew,positive
14578," sam, may i ask an odd question?  what might your fave animal be?",neutral
14579,"jesus...i`m being slammed via dm`s from the papaya lobbyists.  ok. holy ****: mangosteen, durian or papaya...or cybersecurity on a stick.",negative
14580, what happened to dave?,neutral
14581,am sitting in the library with eyes half closed cause havent slept in a while coz of exams,neutral
14582, yes - noticed that after the retweet..,neutral
14583,just got to work. only today and three days left.  my heart is breaking.,negative
14584, oh! i love that as well!! all of mcr songs are great!  and happy star wars day to yaa xd,positive
14585, shut up  you know what! oll just like zack again then.,neutral
14586,10) i`m allergic to hot wax,negative
14587, pad thai is my favourite,positive
14588,i just ate some burgers from jack in the box and im not sure if i want to continue eating burgers,neutral
14589,". i missed your party...you must forgive me pleassse, i feel bad..",negative
14590, oh you and  had free drinks?! thats wasup..im givin up drinkin for a lil bit,neutral
14591,"*uh* totally forgot the gentoo reinstallation  don`t know what i should backup. the make.conf, my home and /boot. nothing else..?",neutral
14592,stuck in awful traffic in the way to the wedding. ceremony is supposed to start now. ughhh.,negative
14593,"off to bed after hours on the phone gossiping with bia, lol. nite nite, sleep tight!",neutral
14594, i`m sorry to hear that! that makes me sad,negative
14595,yum - mother`s day lunch at the food business in burnside was delicious! such a gorgeous day,positive
14596," that was pretty awesome on both our parts, but a person on a bike behind you said hello and left before i recognized him",positive
14597,snl with justin timberlake!,neutral
14598, ://twitpic.com/4wkym - looks yummy...i can haz smal pies pleess??,positive
14599,"gonna wow for a bit. later, twitter <3",positive
14600,"pinkpop weekend & i`ve got no tickets, meaning no bruce springsteen  oh well, it`s wwwwweeeeeeeeeeeeeeekkkkkeeeennnndddd!!!!!",negative
14601," yes, at an upgraded consumption rate, too",neutral
14602,"300 updates  actually 13,527  lol",neutral
14603,not feeling very well.,negative
14604,45th st pub anyone tonight? dont want to be a lonely drunk tonight,positive
14605,_05 i know booskie. he is everywhere i am. & u too. thank u for the reassurance! i love u.,positive
14606, he`ll be out of school in 18mos! he just started again,neutral
14607, showed my fluid decreasing slightly so doesnt look like im getting out of this bed anytime soon  ive got a follow up u/s next week,neutral
14608," talks about _dunk ://partyends.com/blog/?p=1654 , their cd release is tonight at stubb`s! wish i could go support!!",neutral
14609," hey jesse, here`s your background  let me know what you think! ://tinyurl.com/cf2yuj",neutral
14610,****....game starts in 30 min!!,negative
14611,"    wow!  that is so awesome, andre!   it will be great, i know!  can`t wait.   and you dad`s aren`t so bad either!",positive
14612, arre seriously! they shud take his sperm nd clone him into 23 yr old single guys,neutral
14613, i want a massage!!!,neutral
14614,"someone just sent me a random phone pic of asian cats (with the paws in the air like in sushi/chinese restaurants), and i don`t know who",neutral
14615,sick kid trumps advance planning.  bummer,negative
14616," if i knew it was gonna be this kind of party, i would`ve stuck my **** in the mashed potatoes!",negative
14617, hahahahahahahahahahahahaha  that could be interesting,positive
14618,he`s off...again  i wish he would make up his frickin mind...,neutral
14619,"wtf facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",positive
14620,****...the right side of my earphones just stopped working all of a sudden. now i need to buy new ones...,negative
14621, revising as uni exams are looming,negative
